device_description,vendor_id,product_id,manufacturer,location_id,usb_speed,power_mA,cpu_avg_percent,process_count,avg_process_runtime_sec,ftk_available,alt_usb_descriptor,source_type,cylinders,tracks_per_cylinder,sectors_per_track,bytes_per_sector,sector_count,drive_model,drive_interface,removable_drive,source_data_size_MB,keystroke_mean_ms,keystroke_std_ms,label
USB Mass Storage Device,2e8a,6387,Generic,USB\ROOT_HUB#9865,12 Mbps,113,13.670987363596513,54,934.3021145370418,1,Raspberry Pi Pico VID=2e8a PID=000a,Physical,1376.140266651661,1.003368521212283,1.0114147201270836,512.1636875734878,750.086184022814,Generic Flash Disk,USB,TRUE,0.9481226167977133,187.57822605585093,38.74871114054021,1
USB Input Device,046d,27db,HP,USB\ROOT_HUB#3727,12 Mbps,357,13.9516029064987,38,4941.424688437673,0,Logitech USB Keyboard VID=046d PID=c31c,Unknown,27.597286379428134,-1.0037394559175497,-1.0088043855830553,-17.183245837534823,-49.03918676570202,Unknown,Unknown,Unknown,-1.0019315299998006,50.08811920093492,-0.3007121504983472,0
USB Input Device,16c0,27db,SanDisk,USB\ROOT_HUB#9662,12 Mbps,105,9.615341207241993,53,190.372824026726,0,ATtiny85 BadUSB VID=16c0 PID=27db,Unknown,44.21892528143042,-1.060159722045685,-1.010858200598757,-28.030544120343983,-55.35073414864362,Generic Flash Disk,Unknown,Unknown,-1.0155655457964219,98.72817118141413,23.36619764999185,0
USB Mass Storage Device,0bda,000a,HP,USB\ROOT_HUB#6048,5 Gbps,158,20.379971388600065,72,10695.026984656852,1,SD Card Reader VID=0bda PID=0129,Physical,1528.985606784264,0.974673336392522,0.974326418896,495.61430767273424,2441.8016894091033,Raspberry Pi Pico,USB,TRUE,0.6400350532028359,-2.7180228729661438,0.10911901419386894,1
USB Mass Storage Device,058f,6387,Logitech,USB\ROOT_HUB#6899,12 Mbps,113,13.445728118348788,59,1931.3161854552925,1,SD Card Reader VID=0bda PID=0129,Physical,1950.3311894745316,0.983284409617565,0.9862184768881075,500.19876490050444,502.12164780661885,Generic Flash Disk,USB,TRUE,0.7775867813735884,0.8087665587104297,0.10535214948651928,1
USB Mass Storage Device,2e8a,6387,Raspberry Pi,USB\ROOT_HUB#9083,12 Mbps,135,18.773803133791052,42,695.0179970870354,1,Generic Flash Disk VID=058f PID=6387,Physical,1329.799692433115,1.0061971176228264,0.9798342033077404,499.1057320205804,855.6053975204389,Generic Flash Disk,USB,TRUE,0.38215667853824775,-0.2220196418188789,-0.2864630852900627,1
USB Input Device,16c0,27db,Logitech,USB\ROOT_HUB#7642,12 Mbps,235,17.08070239969623,85,11253.497065703381,0,ATtiny85 BadUSB VID=16c0 PID=27db,Unknown,59.14437965339934,-1.0397106034424624,-1.0342981247357563,-28.043107208969555,-47.74177058704533,Unknown,Unknown,Unknown,-1.009105341225366,159.73200300389053,48.03895359230323,1
USB Input Device,046d,c077,Raspberry Pi,USB\ROOT_HUB#9332,480 Mbps,105,10.618058164617258,42,6729.515463952219,0,Mouse USB Optical VID=046d PID=c077,Unknown,33.452050528616766,-1.0333133979342488,-1.0033156174003415,-15.634298761839844,-79.33353668235215,Unknown,Unknown,Unknown,-1.0401085247616964,0.0935806784223755,-0.03654148890828435,0
USB Input Device,046d,c077,Arduino,USB\ROOT_HUB#1239,5 Gbps,120,16.577065635428745,45,3256.045099317668,0,Logitech USB Keyboard VID=046d PID=c31c,Unknown,22.201334472929275,-1.0147648864742431,-1.0091306814498098,-17.84497969737539,-69.15473981552877,Unknown,Unknown,Unknown,-1.0390380665888053,0.48509294145200277,0.10839895661015908,0
USB Input Device,16c0,27db,Logitech,USB\ROOT_HUB#6638,12 Mbps,125,10.939968155790833,72,6.487225112319948,0,ATtiny85 BadUSB VID=16c0 PID=27db,Unknown,29.14243323852509,-1.0247473412150654,-1.0461253997477393,-10.395013919251738,-21.80234326014864,Unknown,Unknown,Unknown,-1.0250105051296854,26.65703381332218,46.08681159187638,1
USB Input Device,16c0,27db,SanDisk,USB\ROOT_HUB#3038,12 Mbps,290,19.603769287222512,47,5892.005831751497,0,ATtiny85 BadUSB VID=16c0 PID=27db,Unknown,11.805576765401282,-1.065244207884718,-1.0363069997243317,-30.191409267316633,-71.96553351312626,Unknown,Unknown,Unknown,-1.0285553392843574,34.80000994304993,23.50034579232281,1
USB Mass Storage Device,1058,25a2,Generic,USB\ROOT_HUB#3529,5 Gbps,394,18.61077110904737,86,11790.930340305205,1,WD External HDD VID=1058 PID=25a2,Physical,2785.670110489839,1.00598396297534,0.954428707304805,493.40430172564004,2286.3971813788776,WD External HDD,USB,TRUE,0.88546183539199,-0.2566508152173116,-0.21231566958054982,0
USB Input Device,046d,c077,WD,USB\ROOT_HUB#6602,5 Gbps,159,4.824736889817064,85,6095.076764855114,0,Mouse USB Optical VID=046d PID=c077,Unknown,-34.95822714973043,-1.0419702794438195,-1.017273919953256,-18.33139618377427,-94.34076080696887,Unknown,Unknown,Unknown,-1.0503578148514428,2.287802611293856,-0.6505065016039226,0
USB Input Device,046d,c077,Generic,USB\ROOT_HUB#5716,12 Mbps,143,12.26053335545166,84,5877.443591985464,0,Logitech USB Keyboard VID=046d PID=c31c,Unknown,61.74261908373972,-1.0242677730928045,-0.98503749802902,1.4403123336536474,-43.532599626743334,Unknown,Unknown,Unknown,-0.9458800703890181,113.05644923011269,-0.866268593770897,0
USB Input Device,1058,c31c,Generic,USB\ROOT_HUB#2600,480 Mbps,291,15.010232687862901,56,7725.325580367818,0,Generic Flash Disk VID=058f PID=6387,Unknown,2685.6643169047093,1.0106736674542802,0.977662865621219,509.59301389952395,1001.8294535709297,Generic Flash Disk,Unknown,TRUE,-1.0146552839936973,-0.6138620833174301,-0.7982620793719902,0
USB Mass Storage Device,0bda,129,Logitech,USB\ROOT_HUB#1528,5 Gbps,206,7.8055069699882536,45,2305.557363944916,1,SD Card Reader VID=0bda PID=0129,Physical,1294.4918927080485,0.969203947581396,0.9848577669862503,505.9122291025562,822.1033368739311,SD Card Reader,USB,TRUE,0.3767490619315674,0.7334356758784063,-1.304646677611086,0
USB Mass Storage Device,0bda,129,Logitech,USB\ROOT_HUB#2726,480 Mbps,426,9.90324508462387,50,3798.268025729486,1,WD External HDD VID=1058 PID=25a2,Physical,710.4886503608421,1.0358999918892307,0.9865042739298983,504.1932487027651,2513.533033038675,WD External HDD,USB,TRUE,0.6050946594266784,1.7515255080962602,0.2529338588609973,0
USB Input Device,16c0,27db,SanDisk,USB\ROOT_HUB#2940,12 Mbps,148,15.99234208099359,67,607.040408124636,0,ATtiny85 BadUSB VID=16c0 PID=27db,Unknown,18.669797097959172,-1.0007542415409536,-1.0512754884976894,-29.22038095244671,-48.84627625959647,Unknown,Unknown,Unknown,-1.0274876487022055,53.74350082107262,21.355298094803924,1
USB Mass Storage Device,058f,c077,Arduino,USB\ROOT_HUB#6851,480 Mbps,107,4.59230181354845,93,6567.328490151063,1,Generic Flash Disk VID=058f PID=6387,Physical,1004.796665555375,0.957445423787258,0.9890077907491928,498.49051124422664,1496.1318350451813,Raspberry Pi Pico,USB,TRUE,0.726510324216229,2.253719800212652,-0.26461818043690544,1
USB Mass Storage Device,1058,25a2,Raspberry Pi,USB\ROOT_HUB#1683,480 Mbps,269,18.223304895040624,87,10719.488267932018,1,WD External HDD VID=1058 PID=25a2,Physical,2304.0511548815607,1.0037453440953203,0.9695457922836401,508.60689748054654,1022.2209740684984,WD External HDD,USB,TRUE,1.0984006690109114,0.6410081972231886,-0.03118130792738394,1
USB Input Device,16c0,27db,HP,USB\ROOT_HUB#3392,12 Mbps,103,16.60716138192583,42,510.6866568475398,0,Logitech USB Keyboard VID=046d PID=c31c,Unknown,29.906280082993252,-1.0565229243770209,-0.9973965742619304,-30.293131911871914,-44.75248873583054,Unknown,Unknown,Unknown,-1.0385734666597388,91.7268840864567,21.577695701717218,1
USB Mass Storage Device,1058,25a2,Raspberry Pi,USB\ROOT_HUB#4157,5 Gbps,390,16.474129438303876,44,12171.15123067957,1,WD External HDD VID=1058 PID=25a2,Physical,2537.5537018505293,0.9958025349701249,0.969642048950139,494.4882254833342,2190.2567840742927,WD External HDD,USB,TRUE,0.799012191984622,2.825859340773533,-0.030975904504167096,0
USB Input Device,046d,c31c,Logitech,USB\ROOT_HUB#8796,12 Mbps,261,18.970475001538425,86,1521.963826155079,0,Logitech USB Keyboard VID=046d PID=c31c,Unknown,63.23781631327631,-1.0693193414328723,-1.0327868505373519,-14.367577662593952,-80.25238457471292,Unknown,Unknown,Unknown,-1.0187060107729775,0.17106439880593471,-0.5439702418568845,0
USB Mass Storage Device,058f,6387,SanDisk,USB\ROOT_HUB#1236,12 Mbps,87,19.501401790981486,51,4360.979981052702,1,Generic Flash Disk VID=058f PID=6387,Physical,1750.9506294636208,1.0068585394753298,1.0165106955734444,502.9480120434357,1005.7085413445453,Raspberry Pi Pico,USB,TRUE,0.916176568025251,37.97311724331522,24.526777047687336,1
USB Input Device,16c0,27db,SanDisk,USB\ROOT_HUB#4751,12 Mbps,97,10.889029852205674,49,759.6498650126492,0,ATtiny85 BadUSB VID=16c0 PID=27db,Unknown,76.65416354916348,-1.0506146557373546,-1.0276947851223306,-18.53622068757237,-16.914228745718802,Unknown,Unknown,Unknown,-1.0045492203503767,112.53016046708272,21.346217730830467,1
USB Input Device,046d,c077,Arduino,USB\ROOT_HUB#1518,5 Gbps,371,13.009111338665736,44,6203.546126885254,0,Mouse USB Optical VID=046d PID=c077,Unknown,-44.18156855567334,-1.0615206734087104,-1.034144418741996,-23.951693254806187,-16.77453875161212,Unknown,Unknown,Unknown,-1.0294164588274124,-0.8244489631903487,-0.28045950920297524,0
USB Mass Storage Device,1058,25a2,WD,USB\ROOT_HUB#7596,5 Gbps,239,6.165939442605978,67,1824.3631140555317,1,WD External HDD VID=1058 PID=25a2,Physical,2864.6242562268367,0.9568534555603038,0.9824809040913778,501.4580825631341,569.6672602022146,WD External HDD,USB,TRUE,0.7899976912803087,1.7742586978938708,-0.571894084861059,0
USB Input Device,046d,c077,Raspberry Pi,USB\ROOT_HUB#2592,12 Mbps,248,19.04725310228023,51,7077.968564540262,0,Mouse USB Optical VID=046d PID=c077,Unknown,16.855044810765932,-1.010134587614736,-0.9825691505536643,-29.488290624825684,-53.670013021190066,Unknown,Unknown,Unknown,-1.0295911796104633,-1.4801947008612355,-0.37984838622131056,0
USB Mass Storage Device,1058,129,WD,USB\ROOT_HUB#1838,5 Gbps,409,14.700644177408629,79,7149.829411707189,1,WD External HDD VID=1058 PID=25a2,Physical,2308.0485782907135,1.0099281168248684,0.9838386864694345,496.19102865737926,524.4945181804007,SD Card Reader,USB,TRUE,0.8034533854647392,0.5709883898308955,-0.25764282384920256,0
USB Mass Storage Device,0bda,25a2,Raspberry Pi,USB\ROOT_HUB#5159,5 Gbps,146,3.6084928760586017,62,2134.2665867471633,1,WD External HDD VID=1058 PID=25a2,Physical,3066.0761064710487,0.9861862622739789,1.0163012235415079,496.9905873561587,1978.2698981377328,WD External HDD,USB,TRUE,1.0687753608033492,1.6644939729568344,0.03746938337397698,0
USB Input Device,046d,c077,Raspberry Pi,USB\ROOT_HUB#8249,12 Mbps,258,17.177799660945414,52,2016.7051090950774,0,Mouse USB Optical VID=046d PID=c077,Unknown,-12.226398649850283,-1.0802808288051862,-1.0141639800754265,-33.48062774648053,-95.27241523127664,Unknown,Unknown,Unknown,-1.079854874298868,-0.0672042346604107,-0.35092452516421835,0
USB Input Device,046d,c077,Generic,USB\ROOT_HUB#1268,5 Gbps,252,8.366652260766672,48,6182.97254667287,0,Mouse USB Optical VID=046d PID=c077,Unknown,33.22544323928084,-1.0527368394230585,-0.97296558650919,-11.124536459052145,-42.36102355183969,Unknown,Unknown,Unknown,-0.9922074213731336,-1.2836315676624217,0.09561812027268268,0
USB Input Device,046d,c31c,WD,USB\ROOT_HUB#9579,12 Mbps,259,18.040681267444114,69,11240.476462617315,0,Logitech USB Keyboard VID=046d PID=c31c,Unknown,32.44141710456744,-1.0935173925977384,-1.0023562588649646,-16.290487956182535,-63.94597610210437,Unknown,Unknown,Unknown,-0.9963777367755325,101.3587924256479,-1.0101909838032395,0
USB Input Device,046d,c077,SanDisk,USB\ROOT_HUB#8816,480 Mbps,174,7.680888918164459,39,557.9131364664746,0,Mouse USB Optical VID=046d PID=c077,Unknown,53.276254976649575,-1.054780733353916,-1.0064968824843186,-14.443352440502586,-91.40933918102142,Unknown,Unknown,Unknown,-1.006937953297156,1.0938441534955121,-0.0512471231365802,0
USB Input Device,16c0,c077,Logitech,USB\ROOT_HUB#6799,12 Mbps,109,18.950420354725765,59,4434.556897536022,0,ATtiny85 BadUSB VID=16c0 PID=27db,Unknown,1.9081365258301735,-1.0492476754125988,-1.0127411478178763,-13.385319592652232,-55.22536494116259,Unknown,Unknown,Unknown,-1.006110715590947,148.24716812827978,19.52962122573974,1
USB Mass Storage Device,2e8a,000a,Raspberry Pi,USB\ROOT_HUB#7043,12 Mbps,87,8.91397518576573,48,2678.5407455186864,1,Raspberry Pi Pico VID=2e8a PID=000a,Physical,2393.0967985212865,0.9851481133447162,0.9896125743004762,506.70052269482164,1321.4701941791145,Raspberry Pi Pico,USB,TRUE,1.1298295701675012,49.36205993306624,24.116539008254193,1
USB Mass Storage Device,2e8a,000a,Generic,USB\ROOT_HUB#6742,12 Mbps,157,17.080136659824273,64,-253.3991119160728,1,Raspberry Pi Pico VID=2e8a PID=000a,Physical,2276.0514313034487,0.9625527912914851,0.9708215052259236,485.1011782922825,882.4260742835392,Raspberry Pi Pico,USB,True,0.9958961561130998,42.053689176185635,47.25486127569036,1
USB Mass Storage Device,1058,25a2,Generic,USB\ROOT_HUB#9279,5 Gbps,270,13.157439112160581,51,10700.568358561839,1,WD External HDD VID=1058 PID=25a2,Physical,1902.0761755579542,0.9889166849047654,0.9719144237401343,498.56858957947037,1156.389802886994,WD External HDD,USB,TRUE,0.7091235723794517,3.2905606871401667,-0.14175250335527334,0
USB Input Device,046d,27db,Generic,USB\ROOT_HUB#6501,12 Mbps,444,8.1234389733445,88,6335.0854921451355,0,Logitech USB Keyboard VID=046d PID=c31c,Unknown,-23.770511936946534,-1.0165983238271006,-1.0076010364032002,-12.208810534737724,-69.65279110590544,Unknown,Unknown,Unknown,-1.0199580132299304,54.661659263936926,48.18964768796026,0
USB Input Device,16c0,27db,SanDisk,USB\ROOT_HUB#1390,12 Mbps,103,15.598925617181589,77,9844.771849592813,0,ATtiny85 BadUSB VID=16c0 PID=27db,Unknown,3.894789756810967,-1.0338315579176591,-0.9986560916561759,-17.366007077344516,-55.738157131505616,Unknown,Unknown,Unknown,-1.020760387336017,-2.137833985888083,24.64009405320691,1
USB Mass Storage Device,058f,6387,Arduino,USB\ROOT_HUB#8461,5 Gbps,357,9.624024630520287,55,734.9932889862786,1,Generic Flash Disk VID=058f PID=6387,Physical,1160.6252271538958,1.0036829697635767,1.0165299634999965,506.1499267497133,2207.682541617206,Raspberry Pi Pico,USB,TRUE,0.9011818693581474,-0.1291111746442385,20.180586731691147,1
USB Mass Storage Device,058f,129,Raspberry Pi,USB\ROOT_HUB#7339,12 Mbps,105,14.416559050336566,60,11643.466887854727,1,Generic Flash Disk VID=058f PID=6387,Physical,1203.5217278866082,0.9963012997383902,1.0014083151298525,491.0299537620403,1323.2045258332414,Generic Flash Disk,USB,True,0.6566691514645242,99.82314114903177,-0.5066831113617551,1
USB Mass Storage Device,2e8a,c31c,Raspberry Pi,USB\ROOT_HUB#6899,480 Mbps,248,18.536804915483174,40,531.6526846183198,1,WD External HDD VID=1058 PID=25a2,Physical,1883.9509141889966,1.000267511440208,0.9808674394490868,505.9238441703434,537.8383110547959,SD Card Reader,USB,TRUE,1.1192033144117672,1.0705703071937136,-0.5696605625908464,1
USB Mass Storage Device,058f,6387,Raspberry Pi,USB\ROOT_HUB#4302,480 Mbps,255,13.432799141945287,53,12780.537135950244,1,Generic Flash Disk VID=058f PID=6387,Physical,2206.799147053509,1.0394036373607376,0.9946292359761798,492.9067996157284,296.6891577367386,Generic Flash Disk,USB,TRUE,1.0913311863061126,3.004979507059581,-0.09164354253226381,1
USB Mass Storage Device,1058,25a2,WD,USB\ROOT_HUB#8927,480 Mbps,172,10.491301496587608,37,3985.9737498076856,1,WD External HDD VID=1058 PID=25a2,Physical,2552.572820374308,1.0256748722703721,0.9977412994593353,495.1526991306352,2061.0346183475244,WD External HDD,USB,TRUE,0.8095269153094855,-2.084224228030057,-0.16336296221497304,0
USB Input Device,046d,c077,Logitech,USB\ROOT_HUB#4700,480 Mbps,142,14.337197218353973,85,5625.874506650438,0,Mouse USB Optical VID=046d PID=c077,Unknown,44.26057651835389,-1.0097495927301794,-0.9809454364900712,-2.815794035642791,-33.50264983986544,Unknown,Unknown,Unknown,-1.0246482142078015,-0.9030846375406862,-0.3797028637478227,0
USB Input Device,046d,c077,Raspberry Pi,USB\ROOT_HUB#2258,12 Mbps,402,17.528768738661427,59,1610.16777482626,0,Mouse USB Optical VID=046d PID=c077,Unknown,28.423942476649994,-1.0725626409140536,-0.9999486993823342,-22.276903961572696,-84.39312322677766,Unknown,Unknown,Unknown,-1.0046234709425375,-0.434119282131023,0.4724899928313009,1
USB Input Device,16c0,27db,HP,USB\ROOT_HUB#1253,12 Mbps,161,18.018968097610017,71,4700.586853332508,0,ATtiny85 BadUSB VID=16c0 PID=27db,Unknown,1509.7517114923685,-0.9903422456414571,-0.9823316653052802,-5.765487953979869,-27.12121591019945,Unknown,Unknown,Unknown,-0.9639153086930401,96.00227413644248,-0.1772985658229188,0
USB Input Device,046d,27db,Arduino,USB\ROOT_HUB#7348,12 Mbps,392,7.912475160892785,49,5561.470992670365,0,Mouse USB Optical VID=046d PID=c077,Unknown,-43.4802932075078,-1.1132911075461565,-1.0713196338257467,-27.12924400608825,-55.88576926289457,Unknown,Unknown,Unknown,-1.0600670694318741,143.0574868372851,0.015158435058917563,0
USB Input Device,16c0,27db,Raspberry Pi,USB\ROOT_HUB#3521,12 Mbps,82,16.27465285547016,82,13.030605695970507,0,Mouse USB Optical VID=046d PID=c077,Unknown,16.47410011411684,-1.0619449127949456,-1.0480840370030453,-20.40117754787412,-54.78354420562166,Unknown,Unknown,Unknown,-1.0299928186630423,191.3162594822241,39.16935741692774,0
USB Mass Storage Device,0bda,25a2,SanDisk,USB\ROOT_HUB#4647,5 Gbps,215,6.628719386231268,42,11846.063080435284,1,WD External HDD VID=1058 PID=25a2,Physical,2911.7470524392315,1.0451866149358873,0.9929461700481479,499.4617981175567,1412.6571313093843,WD External HDD,USB,TRUE,0.832454107038115,-0.166101316093059,0.15849410827930144,0
USB Input Device,058f,6387,WD,USB\ROOT_HUB#3746,12 Mbps,106,15.326780817423176,61,719.3960530557232,1,Mouse USB Optical VID=046d PID=c077,Unknown,1289.3081529791518,-0.9705296962095539,0.9420422158277474,-7.6613527095550635,-21.916824145496662,WD External HDD,USB,TRUE,0.968002662381992,0.24052418102882867,-0.5195523448613184,0
USB Mass Storage Device,2e8a,129,Raspberry Pi,USB\ROOT_HUB#2726,480 Mbps,193,10.902558853049472,84,12738.336897109857,1,SD Card Reader VID=0bda PID=0129,Physical,1453.001373271482,1.0078904802565332,0.9734119785888743,511.7453457634782,1518.89386430246,SD Card Reader,USB,TRUE,0.33441350973175477,-1.9728740841260992,-0.002830371944636534,0
USB Mass Storage Device,0bda,000a,SanDisk,USB\ROOT_HUB#9977,12 Mbps,417,14.55761320700605,62,13600.258404832724,0,WD External HDD VID=1058 PID=25a2,Physical,630.1923681775143,0.9649396792762952,0.9748628728170395,502.9512006920268,1496.978367592955,SD Card Reader,USB,TRUE,0.4509781092155383,-0.9083623319710515,39.589409782565916,0
USB Mass Storage Device,1058,25a2,Raspberry Pi,USB\ROOT_HUB#5350,5 Gbps,410,13.318786633236348,60,12738.737737521336,1,WD External HDD VID=1058 PID=25a2,Physical,1872.3997881668354,1.0285844951122578,1.016083113141434,505.03404306995094,2440.925569564957,WD External HDD,USB,TRUE,1.250763503926487,-0.7074675881413205,0.05653227008078576,0
USB Input Device,046d,c077,SanDisk,USB\ROOT_HUB#1851,12 Mbps,438,18.17028599595085,92,6924.998294667183,0,Logitech USB Keyboard VID=046d PID=c31c,Unknown,46.8003001619502,-1.0419940537218668,-1.0107227387203053,-9.996113609991568,-25.12559213409055,Unknown,Unknown,Unknown,-0.982816543059171,47.690087508362254,-0.15689507655077384,0
USB Mass Storage Device,0bda,000a,Raspberry Pi,USB\ROOT_HUB#5346,5 Gbps,189,17.75277117071871,72,531.013448402845,1,SD Card Reader VID=0bda PID=0129,Physical,1988.618861156819,1.0256309613887518,0.9934869016701253,503.35019908586895,793.597937170055,Generic Flash Disk,USB,TRUE,0.47783998857237797,0.9480768287039277,53.909496119500474,0
USB Mass Storage Device,16c0,27db,Generic,USB\ROOT_HUB#8701,480 Mbps,427,16.153493819211505,71,9488.533400408081,1,WD External HDD VID=1058 PID=25a2,Physical,1768.1692962269021,0.9846561915645652,-0.9938711512582975,504.7110976927827,2046.6643429856938,Unknown,USB,TRUE,1.0227072281319058,121.99938164512969,47.37378144849427,1
USB Input Device,16c0,27db,Arduino,USB\ROOT_HUB#3038,12 Mbps,103,17.04831977236367,89,434.47450449227586,0,Logitech USB Keyboard VID=046d PID=c31c,Unknown,53.49174080403154,-1.0039193512304014,-1.0233025618018627,-23.631427647458946,-43.39175547510718,Unknown,Unknown,Unknown,-0.9623491810615072,67.0831296847538,-0.15835061090793723,1
USB Mass Storage Device,058f,6387,Logitech,USB\ROOT_HUB#1319,480 Mbps,216,7.968935814916717,89,2551.977072029492,1,SD Card Reader VID=0bda PID=0129,Physical,2187.429692335466,0.9425126463830754,0.995933107568865,507.87304591003266,1069.943407064747,SD Card Reader,USB,TRUE,0.6280722048093855,40.80032855377898,0.08529395098550996,1
USB Mass Storage Device,058f,6387,Raspberry Pi,USB\ROOT_HUB#2480,12 Mbps,101,10.064040064630378,45,4589.885219598561,1,Raspberry Pi Pico VID=2e8a PID=000a,Physical,1230.5541663329434,1.0265233899565325,1.0013668984214699,501.32778251036734,1675.5271788094096,Raspberry Pi Pico,USB,TRUE,1.320496340478555,44.04045001475944,-0.4351775168283881,1
USB Mass Storage Device,1058,129,Raspberry Pi,USB\ROOT_HUB#5582,5 Gbps,355,16.443586740157503,89,3373.8239063106935,1,SD Card Reader VID=0bda PID=0129,Physical,3044.838645110261,1.0209731643512336,0.9663244000093233,497.4945660286788,2323.228934067466,WD External HDD,USB,TRUE,0.7163403777312396,1.3561264954482195,-0.3912329499067845,0
USB Mass Storage Device,0bda,129,SanDisk,USB\ROOT_HUB#5606,480 Mbps,290,8.595054208177714,81,12577.485344672437,1,SD Card Reader VID=0bda PID=0129,Physical,747.6726578967134,1.0047189625577326,1.0203856980316621,498.6143691734104,1766.0250414450668,WD External HDD,USB,TRUE,0.8796836741330576,-0.8332096525738937,-0.7145905428760901,0
USB Mass Storage Device,0bda,6387,SanDisk,USB\ROOT_HUB#7884,12 Mbps,167,18.615990145943144,49,2444.7518936399997,1,Generic Flash Disk VID=058f PID=6387,Physical,2779.152735667517,1.0216135473425783,1.012433442111126,502.0743861429643,1443.1485279331416,Generic Flash Disk,USB,TRUE,0.870864262482348,-2.6054557312647204,29.06792286826999,1
USB Input Device,046d,c077,Generic,USB\ROOT_HUB#8543,5 Gbps,401,15.391937681475603,39,11569.535781045679,0,Mouse USB Optical VID=046d PID=c077,Unknown,5.292039119069806,-1.0797805876333944,-1.0273679985891764,-20.023325556310116,-38.01886594436217,Unknown,Unknown,Unknown,-1.0280269179877086,-0.8098426726702207,-0.30269398081388255,0
USB Mass Storage Device,2e8a,000a,Generic,USB\ROOT_HUB#6899,12 Mbps,60,9.811088082408155,45,256.0862017905688,1,Raspberry Pi Pico VID=2e8a PID=000a,Physical,1558.6154144730808,0.996732492437395,1.0033182357562331,484.8654391114694,770.8570248070422,Raspberry Pi Pico,USB,True,0.43316079890653325,34.59804676676895,35.31741507623062,1
USB Input Device,046d,c31c,HP,USB\ROOT_HUB#8659,480 Mbps,117,15.710116077792758,49,2521.7129795922024,0,Logitech USB Keyboard VID=046d PID=c31c,Unknown,-19.71420683310763,-1.0096638311561916,-1.0402661516633671,-13.691317557737893,-81.42475009336673,Unknown,Unknown,Unknown,-0.9795156327501378,163.22102142845333,0.03536723383887286,0
USB Mass Storage Device,058f,6387,Raspberry Pi,USB\ROOT_HUB#5159,12 Mbps,73,10.946477682720355,49,-147.0094086953368,1,Generic Flash Disk VID=058f PID=6387,Physical,1724.1271182861915,0.9423742507572564,1.0092900321965075,502.02782559347673,1179.310467521719,Generic Flash Disk,USB,TRUE,0.9827573509073031,53.63915183707076,51.882735631991096,1
USB Mass Storage Device,058f,6387,SanDisk,USB\ROOT_HUB#6291,480 Mbps,307,16.529591182769998,90,4955.999412827443,1,Generic Flash Disk VID=058f PID=6387,Physical,2398.4603149428103,0.9708176393932126,0.9928407663513129,505.9271406941171,587.6083050716022,Generic Flash Disk,USB,TRUE,0.4520992987903044,0.6025364049519809,-0.3350064100717124,1
USB Input Device,046d,c077,Raspberry Pi,USB\ROOT_HUB#6069,12 Mbps,428,15.33841796479598,35,10934.511570355993,0,Logitech USB Keyboard VID=046d PID=c31c,Unknown,-2.4367345059991297,-1.0169635775216563,-1.048342235963922,-17.454118318884703,-58.27096506318534,Unknown,Unknown,Unknown,-1.0170040923290906,165.8663236588666,-0.07636702673669771,0
USB Mass Storage Device,058f,6387,Raspberry Pi,USB\ROOT_HUB#3366,5 Gbps,269,10.337747956843565,60,12190.24738432008,1,Generic Flash Disk VID=058f PID=6387,Physical,2041.0701481724393,1.0160346213369436,1.0191536786784094,509.0490231569132,2321.4937880165626,Generic Flash Disk,USB,TRUE,0.8717457295664972,135.25893069491036,-0.2620337013077596,1
USB Input Device,16c0,c077,SanDisk,USB\ROOT_HUB#1082,12 Mbps,324,10.742061888276304,58,780.4558092029607,0,ATtiny85 BadUSB VID=16c0 PID=27db,Unknown,10.980821565630457,-1.0111670927180696,-0.9823129616985086,-12.49721517053299,-31.803933088212418,Unknown,Unknown,Unknown,-1.040424155795692,-1.828015264278811,24.9063339372175,1
USB Mass Storage Device,058f,6387,SanDisk,USB\ROOT_HUB#5971,480 Mbps,112,15.774888054366395,45,1049.3464871664341,1,Generic Flash Disk VID=058f PID=6387,Physical,2801.884524936697,1.0009038559376562,1.0070823602258938,500.01260778720535,924.5267604481205,Generic Flash Disk,USB,TRUE,0.9120272151858474,0.31298516916605046,-0.5323057486644309,1
USB Input Device,16c0,27db,WD,USB\ROOT_HUB#1874,12 Mbps,96,8.174708047731807,48,1543.8295698394318,0,Logitech USB Keyboard VID=046d PID=c31c,Unknown,11.915534507391312,-1.0572299990569598,-1.0144984383539484,-8.244677797308025,-85.39384243764884,Unknown,Unknown,Unknown,-1.0456594657963816,1.2097106327698706,-0.6597194984382155,0
USB Mass Storage Device,0bda,129,WD,USB\ROOT_HUB#2418,480 Mbps,354,18.24128848063211,75,7492.554354443729,1,SD Card Reader VID=0bda PID=0129,Physical,3026.460821614345,1.005971223703417,1.0037621250094129,500.0535557884581,333.78622367291814,SD Card Reader,USB,TRUE,1.23265035130041,2.3779268849106256,0.33101254871067254,0
USB Mass Storage Device,1058,129,HP,USB\ROOT_HUB#7166,5 Gbps,446,12.987362535283449,92,2222.555947878731,1,WD External HDD VID=1058 PID=25a2,Physical,2845.2034371383634,0.9824364835598649,0.9867592529562965,502.70370159693715,2146.6208061774455,WD External HDD,USB,TRUE,0.3001317706775918,0.11788637474343322,-0.2784339602209367,0
